"","id","group","author_sign","author_full_name","title","city","printing_h","year","pages","size","nlr_1","rsl","roz_1","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","n_total"
"203",251,"sep_nar",NA,NA,"Новобрачные, или Молодой часовой мастер и его жена : [Повесть] / 2-е изд.","СПб.","Иверсена",1838,22,NA,1,1,0,0,0,0,0,0,0,0,2
"204",252,"sep_lyr","Барановский В.","Барановский Василий","Портрет Д. А. И. Р. Л. Соч. Василья Барановского","Одесса","Городская тип.",1838,3,25,1,0,0,0,0,0,0,0,0,0,1
"205",253,"sep_nar","Поднебесный","Поднебесный Михаил Михайлович","Тальони-грация. Соч. Поднебесного","СПб.",NA,1838,3,NA,1,1,0,0,0,0,0,0,0,0,2
"206",254,"sep_nar","Волков А.","Волков Александр Абрамович","Анна Дорзе: [Повесть в стихах]","М.","А. Кузнецов",1839,61,19,1,1,1,0,0,0,0,0,0,0,3
"207",257,"col_lyr","Богданов Н.","Богданов Николай","Стихотворения Николая Богданова","М.","А. Семена",1839,50,19,1,1,0,0,0,0,0,0,0,0,2
"208",258,"col_lyr","Горчаков В.Н.","Горчаков Владислав Николаевич","Стихотворения Владислава Горчакова","М.","А. Семена",1839,43,21,1,1,1,1,0,0,0,0,0,0,4
"209",259,"col_lyr","Демидов М.А.","Демидов Михаил Александрович","Ау: Стихотворения М. Демидова","М.","А. Семена",1839,119,20,1,1,1,1,0,0,0,0,0,0,4
"210",260,"sep_lyr","Жуковский В.А.","Жуковский Василий Андреевич","Бородинская годовщина","М.","Ун. тип",1839,8,26,1,1,0,0,0,0,0,0,0,0,2
"211",262,"col_lyr","Карманов Г.","Карманов Г.","Стихотворения Г. Карманова","М.","Селивановского",1839,36,17,1,1,0,0,0,0,0,0,0,0,2
"212",263,"sep_nar","Карамзин А.","Карамзин Александр Николаевич","Борис Ульин : Повесть в стихах","СПб.","Крайя",1839,83,26,1,1,1,1,1,0,0,0,0,1,6
"213",264,"col_lyr","Кульман Е.Б.","Кульман Елизавета Борисовна","Полное собрание Русских, Немецких и Италиянских Стихотворений Елисаветы Кульман. Кн. 1. Пиитические опыты. Изд. 2-е","СПб.","Имп. Рос. Акад.",1839,207,24,1,1,1,1,0,0,0,0,0,1,5
"214",265,"col_lyr","Медведенко Н.","Медведенко Н.","Вадемекум. Стихотворения Н. Медведенко","М.","А. Семена",1839,128,19,1,0,0,0,0,0,0,0,0,0,1
"215",266,"sep_lyr","Мысовский-Светогорский С.","Мысовский-Светогорский Сергей Дмитриевич","Мысль о бессмертии: [Стихотворение]","СПб.","Глазунова",1839,15,22,1,1,0,0,0,0,0,0,0,0,2
"216",269,"col_lyr","Шахова Е.Н.","Шахова Елисавета Никитична","Стихотворения Елизаветы Шаховой","СПб.","Имп. Рос. Акад.",1839,120,20,1,1,1,1,1,0,0,0,0,1,6
"217",270,"alm_",NA,NA,"Новогодник, собрание сочинений в прозе и стихах, современных русских писателей изданный Н. Кукольником","СПб.","Изд. Энц. Лексик. А. Плюшара",1839,422,22,1,1,0,1,1,0,0,0,0,1,5
"218",272,"alm_",NA,NA,"Розовый букет, составленный из лучших цветков русской поэзии: Золотой подарок для юных читателей. Ч. 1","СПб.","Сахарова",1839,112,8,1,1,0,1,0,0,0,0,0,0,3
"219",273,"alm_",NA,NA,"Розовый букет, составленный из лучших цветков русской поэзии: Золотой подарок для юных читателей. Ч. 2","СПб.","Сахарова",1839,176,8,1,1,0,0,0,0,0,0,0,0,2
"220",274,"sep_lyr",NA,NA,"Гробница на востоке: Полуоткрытая тайна: [Стихотворение]","М.","Смирнова",1839,24,18,1,1,0,0,1,0,0,0,0,0,3
"221",275,"sep_lyr",NA,NA,"Стихотворение Графу Льву Григорьевичу Салтыкову в день его ангела 20 февраля 1839","СПб.","Сахарова",1839,1,NA,1,0,0,0,0,0,0,0,0,0,1
"222",276,"sep_lyr","Поднебесный","Поднебесный Михаил Михайлович","Стихотворение: Мысли при гробе Графа М.М. Сперанского","СПб.","Гутенбергова тип.",1839,3,NA,1,0,0,0,0,0,0,0,0,0,1
"223",277,"col_lyr","Мягков Н.Н.","Мягков Николай Иванович","Опыты в стихах Н. Мягкова","СПб.","Акад. наук",1839,54,18,1,0,0,0,0,0,0,0,0,0,1
"224",278,"sep_nar","Дьячков С.","Дьячков Семен Петрович","Деньги : Комич. поэма","СПб.","Вингебера",1839,23,19,1,1,0,0,1,0,0,0,0,0,3
"225",279,"sep_nar","Деларю М.","Деларю Михаил Данилович","Слово о полку Игореве. Песнь об ополчении Игоря, сына Святославова, внука Олегова","Одесса","Городская тип.",1839,78,23,1,1,0,0,0,0,0,0,0,0,2
"226",280,"sep_nar","Ходзько А.","Ходзько-Борейко Александр Леонардович","Дерар : Вост. повесть в стихах : Пер. [с пол.]","СПб.","Воен. тип.",1839,112,15,1,1,0,0,1,0,0,0,0,1,4
"227",281,"sep_nar","А… Е…",NA,"Кум-сват : Быль XVI века из времен Иоанна IV, еще не Грозного : Стихотвор. рассказ","М.","Степанова",1839,81,15,1,1,0,1,0,0,0,0,0,0,3
"228",282,"sep_nar",NA,NA,"Полина : роман в стихах","СПб.","Крайя",1839,69,15,1,1,0,0,1,0,0,0,0,0,3
"229",284,"sep_nar",NA,NA,"Сказка о Марье Маревне, кипрской королевне и Иванушке-дурачке, русском мужичке : В стихах","М.","Кирилова",1839,39,15,1,0,0,0,0,0,0,0,0,0,1
"230",285,"col_lyr",NA,NA,"Бородинские акростихи","М.","А. Семена",1839,24,18,1,1,0,0,0,0,0,0,0,0,2
"231",286,"col_lyr","Раевич И.А.","Раевич Иван Александрович","Досужные вечера. Сочинение Ивана Раевича","М.","Ун. тип",1839,71,NA,0,0,1,0,0,0,0,0,0,0,1
"232",287,"sep_lyr","Харинский Х.","Харинский Хрисанф","Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","СПб.","Фишера",1839,16,20,1,1,0,0,0,0,0,0,0,0,2
"233",288,"sep_lyr",NA,NA,"Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","СПб.","Греча",1839,3,NA,1,0,0,0,0,0,0,0,0,0,1
"234",289,"sep_lyr",NA,NA,"Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","СПб.","Рос. Акад.",1839,2,NA,1,0,0,0,0,0,0,0,0,0,1
"235",290,"sep_lyr","Орлов А.А.","Орлов Александр Анфимович","Радостная встреча нового 1839 года, благодетельсвующим россиянам. Соч. Александра Орлова","М.","Смирнова",1839,16,15,1,0,0,0,0,0,0,0,0,0,1
"236",291,"sep_lyr","Шаховской А.А.","Шаховской Александр Александрович","В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","М.","Смирнова",1839,4,NA,1,0,0,0,0,0,0,0,0,0,1
"237",293,"sep_nar","А. К.",NA,"Вечер в клубе : Шуточ. рассказ в стихах","М.","Кирилова",1839,42,17,1,1,0,1,1,0,0,0,0,0,4
"238",294,"sep_nar","А. О.","Озерский Аникита Дмитриевич","Элоа : Индийская легенда","СПб.","Фишера",1839,45,23,1,1,0,0,1,0,0,0,0,0,3
"239",295,"col_lyr","И. Д.","Данков Иван Иванович","Красное яичко или Светлодневный подарок москвичам : [Сб. стихотворений]","М.","Ун. тип",1839,57,11,1,0,0,0,0,0,0,0,0,0,1
"240",296,"col_lyr","И. Д.","Данков Иван Иванович","Блины. Соч. И. Д.: Стихотворения","М.","Ун. тип",1839,37,11,1,0,0,0,0,0,0,0,0,0,1
"241",297,"sep_nar","Севастьянов В.","Севастьянов Владимир","Горка под каретой, или За женщин, карты и вино поссориться немудрено!!! / Соч. в стихах Владимира Севастьянова","М.","А. Семена",1839,15,23,1,0,0,0,0,0,0,0,0,0,1
"242",298,"alm_","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом. Литературный сборник, издаваемый Николаем Бобылевым","СПб.","Штаба отд. корп. внутр. стражи",1839,366,14,0,1,0,0,1,0,0,0,0,0,2
"243",299,"alm_",NA,NA,"Опыты в Русской Словесности воспитанников Гимназии Белорусского Учебного Округа. Напечатанные по приказанию Г. Министра Народного Просвещения","Вильно","Гликсберга",1839,530,21,1,1,0,0,0,0,0,0,0,0,2
"244",300,"alm_",NA,NA,"Одесский Альманах, на 1839 год","Одесса","В город. т.",1839,618,16,1,1,0,1,0,0,0,0,0,0,3
"245",301,"alm_",NA,NA,"Одесский Альманах, на 1840 год","Одесса","В город. т.",1839,708,16,1,1,0,1,1,0,0,0,0,0,4
"246",302,"sep_nar","Дьячков С.","Дьячков Семен Петрович","Деньги : Комич. поэма / Соч. Семена Дьячкова. / 2-е изд.","М.","Лазаревых",1840,23,19,1,1,0,0,0,0,0,0,0,0,2
"247",303,"col_lyr","Анордист Н.",NA,"Альманах на 1840 год / Н. Анордиста","М.","А. Семена",1840,118,15,1,1,0,0,0,0,0,0,0,1,3
"248",304,"alm_","Владиславлев В.А.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1841 год. 3-й год","СПб.","Отд. собств. его И.В. канц.",1841,442,20,1,1,0,1,1,0,0,0,1,0,5
"249",306,"sep_lyr","Данков И.И.","Данков Иван Иванович","Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","М.","Степанова",1840,24,20,1,1,1,0,1,0,0,0,0,0,4
"250",307,"sep_nar","Колотенко Н.",NA,"Граф Томский : Роман в стихах / Изд. Н. Колотенком.","Одесса","Городская тип.",1840,104,18,1,1,0,0,0,0,0,0,0,0,2
"251",308,"sep_nar","Федоров Н.Н.",NA,"Писатель : Повесть в стихах : Гл. 1","М.","А. Семена",1840,60,14,1,0,0,0,0,0,0,0,0,0,1
"252",310,"sep_nar","Анордист Н.",NA,"Сказка о прекрасной царевне","М.","Смирнова",1840,24,18,1,0,0,0,0,0,0,0,0,0,1
"253",311,"sep_nar","Дьячков С.","Дьячков Семен Петрович","Сказка о найденном алмазе","М.","Лазаревых",1840,21,17,1,0,0,0,0,0,0,0,0,0,1
"254",312,"col_lyr","Демидов М.А.","Демидов Михаил Александрович","Дельные безделки: Стихотворения М. Демидова","М.","А. Семена",1840,121,20,1,1,1,1,1,0,0,0,0,1,6
"255",313,"col_lyr","Долгоруков А.И.","Долгоруков Александр Иванович","Мои счастливейшие минуты в жизни: Стихотворения кн. Александра Ивановича Долгорукого","М.","Степанова",1840,133,22,1,1,1,1,0,0,0,0,0,1,5
"256",315,"col_lyr","Лермонтов М.Ю.","Лермонтов Михаил Юрьевич","Стихотворения М. Лермонтова","СПб.","Глазунова и Ко",1840,168,19,1,1,1,1,1,0,0,0,1,0,6
"257",316,"col_lyr","Некрасов Н.А.","Некрасов Николай Алексеевич","Мечты и звуки. Стихотворения Н.Н.","СПб.","Е. Алипанова",1840,103,24,1,1,1,0,0,0,0,0,0,1,4
"258",317,"sep_nar","Лизандер Д.","Лизандер Дмитрий Карлович","Запорожцы : Поэма в 2 ч. / Соч. Д. фон-Лизандера","М.","Степанова",1840,48,23,1,0,1,0,0,0,0,0,0,0,2
"259",318,"col_lyr","Папкевич А.","Папкевич Александр","Стихотворения Александра Папкевича","СПб.","3 Деп. М-ва гос. имуществ",1840,80,20,1,1,0,1,0,0,0,0,0,0,3
"260",319,"col_lyr","Слепушкин Ф.","Слепушкин Федор Никифорович","Новые досуги Федора Слепушкина","СПб.","Рос. Акад.",1840,109,24,1,1,1,1,0,0,0,0,0,1,5
"261",320,"col_lyr","А. Ф.","Фет Афанасий Афанасьевич","Лирический пантеон. А.Ф.","М.","Селивановского",1840,109,21,1,1,1,1,0,0,0,0,0,0,4
"262",321,"col_lyr","Филимонов П.С.","Филимонов П.С.","Опыты П.С. Филимонова","М.","Ун. тип",1840,30,23,1,1,0,0,0,0,0,0,0,0,2
"263",322,"alm_","Эртель В.А.","Эртель Василий Андреевич","Цветник русской литературы, содержащий в себе избранные образцы из русских классиков, расположенные в систематическом порядке","СПб.","Шмицдорф",1840,400,23,1,1,0,0,0,0,0,0,1,0,3
"264",323,"sep_nar","Мятлев И.П.","Мятлев Иван Петрович","Сенсации и замечания госпожи Курдюковой за границею, дан лэтранже. Тамбов","СПб.","Journal de Saint-Petersbourg",1840,181,25,1,1,1,0,0,0,1,0,0,0,4
"265",324,"col_lyr",NA,NA,"Три песни патриота","СПб.","3 Деп. М-ва гос. имуществ",1840,24,21,1,1,1,0,1,0,0,0,0,0,4
"266",325,"alm_","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом, издаваемый Николаем Бобылевым. Год второй. Т. 1.","СПб.","Воен. тип.",1840,334,14,1,1,0,0,1,0,0,0,0,0,3
"267",326,"col_lyr",NA,NA,"Стихотворения Н.И.","М.","Степанова",1840,71,22,1,0,0,0,0,0,0,0,0,0,1
"268",327,"col_nar","Алексеев П.Ф.","Алексеев Петр Федорович","Лирические стихотворения и сказки","Дерпт","Лаакманна",1840,180,17,1,0,0,0,0,0,0,0,1,0,2
"269",328,"col_lyr","Саблин Е.И.","Саблин Евгений","Полевой цветок: Стихотворения Евгения Саблина","Ярославль","Губ. правления",1840,16,23,1,0,0,0,0,0,0,0,0,0,1
"270",329,"col_lyr","Любатович С.","Любатович Спиридон","Стихотворения Спиридона Любатовича","М.","Ун. тип",1841,47,19,1,0,0,0,0,0,0,0,0,0,1
"271",330,"col_lyr","Криксин",NA,"Романсы и песни. Соч. Криксина","Киев","Ун. тип",1840,22,15,1,0,0,0,0,0,0,0,0,0,1
"272",331,"sep_lyr","Маслеников-Какуев","Маслеников-Какуев Александр","Его превосходительству господину тайному советнику, сенатору, почетному опекуну, обер-директору московского коммерческого училища и кавалеру Михаилу Александровичу Салтыкову в день его тезоименитства 8 ноября 1840 года : [Стихотворение]","М.","Селивановского",1840,1,NA,1,0,0,0,0,0,0,0,0,0,1
"273",332,"sep_lyr","Рыбников А.","Рыбников Александр Николаевич","Его высокородию господину директору Московской практической коммерческой академии и Общества любителей коммерческих знаний, президенту евангелическо-лютеранской консистории, статскому советнику и разных орденов кавалеру, Андрею Ивановичу Шредеру : [Стихотворение]","М.","А. Семена",1840,1,NA,1,0,0,0,0,0,0,0,0,0,1
"274",333,"sep_lyr",NA,NA,"Господам членам Немецкого клуба на 1840 год : [Стихотворение]","М.","Степанова",1840,4,NA,1,0,0,0,0,0,0,0,0,0,1
"275",334,"sep_lyr","Орлов А.","Орлов Александр Анфимович","С радостными чувствами благоговения, жданный 1840 год. Соч. [в стихах] Александра Орлова","М.","Селивановского",1840,9,22,1,0,0,0,0,0,0,0,0,0,1
"276",335,"sep_lyr","Ободовский П.","Ободовский Платон Григорьевич","Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","СПб.","Глазунова и Ко",1840,21,20,1,1,0,0,1,0,0,0,0,0,3
"277",336,"sep_nar","Н-в И.",NA,"Леонид, или Ночная лампада : Стихотвор. рассказ","М.","Ун. тип",1840,133,18,1,1,0,0,0,0,0,0,0,0,2
"278",337,"sep_nar","И. Д.","Данков Иван Иванович","Семь столов для бедных в богоблагословенной Москве : [В стихах]","М.","Лазаревых",1840,14,15,1,0,0,0,0,0,0,0,0,0,1
"279",338,"sep_nar",NA,"Федоров Борис Михайлович","Донской козак : Воспоминание об отечеств. войне : [В стихах] / 2-е изд.","СПб.","Е. Алипанова",1840,14,14,1,0,0,0,0,0,0,0,0,0,1
"280",339,"alm_","Владиславлев В.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1840 год. 2-й год","СПб.","Плюшара",1840,442,20,1,1,0,1,0,0,1,0,1,0,5
"281",340,"sep_nar","Оранский Н.Д.","Оранский, Николай Диомидович","Песнь русского барда","М.","Ун. тип",1840,22,21,1,1,1,0,0,0,0,0,0,0,3
"282",341,"sep_nar","Васильев М.","Васильев Мартын","Провинциал в Москве, или послание к друзьям моим, в стихах. Соч. крестьянина Васильева","М.","Селивановского",1840,15,23,1,1,0,0,1,0,0,0,0,0,3
"283",342,"col_lyr","Зилов А.","Зилов Алексей Михайлович","Басни Алексея Зилова. Ч. 5","М.","Лазаревых",1835,69,15,1,1,0,0,0,0,0,0,0,0,2
"284",343,"col_lyr",NA,NA,"Рукописи из зеленого портфеля","М.","А. Семена",1836,182,22,1,0,0,0,1,0,0,0,0,1,3
"285",344,"col_lyr","Шахова Е.Н.","Шахова Елисавета Никитична","Опыт в стихах пятнадцатилетней девицы Елисаветы Шаховой : Писано в 1836 г.","СПб.","Вингебера",1837,23,22,1,0,0,0,0,0,0,0,0,0,1
"286",345,"sep_nar","Олин В.","Олин Валериан Николаевич","Странный бал. Повесть из рассказов на станции, и восемь стихотворений. Сочинение В. Олина","СПб.","III Отд. собств. Е.И.В. канц.",1838,111,15,1,1,1,0,1,1,0,0,0,0,5
"287",346,"col_lyr","А. П.","Пуговишников Александр Михайлович","Романсы, песни и стихотворения, или Подарок на новый год любителям и любительницам пения. Сочинение А.П.","М.","Кирилова",1838,204,18,1,0,0,0,0,0,0,0,0,0,1
"288",348,"alm_","Глухарев И.Н.","Глухарев Иван Никитич","Венок граций. Подарок любителям и любительницам пения и романсов, или Собрание разных стихов лучших и известных сочинителей, как то, А. Пушкина, И. Козлова, Г. Баратынского, и прочая. Собранные И… Г.л.у…вым","М.","Лазаревых",1838,91,14,1,1,0,0,0,0,0,0,0,0,2
"289",350,"col_lyr",NA,NA,"Разные стихотворения","М.","Лазаревых института восточных языков",1837,12,16,1,0,0,0,0,0,0,0,0,0,1
"290",351,"sep_nar","Глинка Ф.Н.","Глинка Федор Николаевич","1812 год : (Отр. из рассказа) : [В стихах]","М.","Степанова",1839,6,22,1,1,0,0,0,0,0,0,0,0,2
"291",352,"alm_","Максимович М.","Максимович Михаил Александрович","Киевлянин на 1840 год. Книга I. Изд. Михаил Максимович","Киев","Ун. тип",1840,256,21,1,1,0,0,1,0,0,0,0,0,3
"292",353,"sep_lyr","Орлов А.А.","Орлов Александр Анфимович","Торжественное заложение храма по имя Христа Спасителя","М.","Кирилова",1840,32,13,1,0,0,0,0,0,0,0,0,0,1
"293",354,"alm_",NA,NA,"Речи и стихи, произнесенные в торжественном собрании Ярославского  Демидовского лицея 15 января 1839 года","М.","Ун. тип",1839,44,NA,1,0,0,0,0,0,0,0,0,1,2
"294",355,"sep_lyr","Ан-в",NA,"Послание к О. Иоанну, в г. Новоалександровск: [Стихотворение]","СПб.","Греча",1838,4,NA,1,0,0,0,0,0,0,0,0,0,1
"295",356,"alm_",NA,NA,"Весенние цветы, или Собрание романсов, баллад и песен Пушкина, Жуковского, Козлова, Баратынского, Туманского, Ф. Глинки, Ознобишина, Раича, Маркевича, Вяземского и проч.","М.","Пономарева",1835,222,17,1,1,0,0,0,0,0,0,0,1,3
"296",357,"alm_",NA,NA,"Летопись факультетов на 1835 год, изданная в двух книгах А. Галичем и В. Плаксиным. Кн. 1.","СПб.","Глазунова",1835,238,20,1,1,0,0,0,0,0,0,1,1,4
"297",358,"alm_",NA,NA,"Эвтерпа. Подарок любительницам и любителям пения. Собрание новейших романсов и песен. Изд. 2-е","М.","Пономарева",1836,116,18,1,1,0,0,0,0,0,0,0,1,3
"298",359,"sep_nar",NA,"Мысовский-Светогорский Сергей Дмитриевич","Поэма о Сотворении мира","СПб.","Глазунова",1841,18,23,1,1,0,0,0,0,0,0,0,0,2
"299",360,"col_lyr","Ибрагимов Л.","Ибрагимов Лев Николаевич","Стихотворения","Казань","Ун. тип",1841,59,27,1,1,1,0,0,0,0,0,0,1,4
"300",361,"col_lyr","Миньят Ю.","Миньят Юлий","Стихотворения воспитанника 5 кл. Виленского дворян. ин-та Юлия Миньята.","Вильно","А. Марциновского",1841,55,21,1,0,1,0,0,1,0,0,0,0,3
"301",362,"col_lyr","Ростопчина Е.","Ростопчина Евдокия Петровна","Стихотворения графини Е. Ростопчиной","СПб.","Фишера",1841,194,21,1,1,1,0,0,0,0,0,0,1,4
"302",363,"sep_nar","Фукс А.","Фукс Александра Андреевна","Княжна Хабиба, повесть в стихах, взятая из татарских преданий Александрою Фукс","Казань","Ун. тип",1841,64,24,0,0,1,0,1,0,0,0,0,1,3
"303",364,"col_lyr","Языков И.","Языков Иван","Стихотворения Ивана Языкова","СПб.","А. Бородина и К",1841,38,27,1,1,1,0,0,0,0,0,0,1,4
"304",365,"sep_nar","Алексеев П.","Алексеев Петр Федорович","Мель-дона : Повесть в стихах","Варшава","В. Истомин",1841,31,21,1,0,0,0,0,0,1,1,0,0,3
"305",366,"sep_nar","Я. А.",NA,"Русская повесть в стихах, взятая из преданий 16 столетия","М.","Ун. тип",1841,44,18,1,0,0,0,0,0,0,0,0,0,1
"306",367,"sep_nar","Молчанов Н.","Молчанов Николай Иванович","Ангелина : Повесть в 3 ч. [в стихах]","СПб.","Губ. правления",1841,92,19,1,1,0,0,0,0,0,0,0,0,2
"307",368,"col_lyr","Соколова Т.","Соколова Таисия","Стихотворения: В 2 ч. Ч. 1","М.","Кирилова",1841,144,20,1,0,0,0,1,0,0,0,0,1,3
"308",369,"col_lyr","Соколова Т.","Соколова Таисия","Стихотворения: В 2 ч. Ч. 2","М.","Кирилова",1841,227,20,1,0,0,0,0,0,0,0,0,0,1
"309",370,"col_lyr","Демидов М.","Демидов Михаил Александрович","Отголоски скитальца : Стихотворения М. Демидова : В 2 отд-ниях","М.","А. Семена",1841,89,19,1,1,0,0,0,0,0,0,0,0,2
"310",371,"col_lyr","Кульман Е.Б.","Кульман Елизавета Борисовна","Полное собрание русских, немецких и итальянских стихотворений : В 3-х частях / 2-е изд","СПб.","Рос. Акад.",1841,NA,NA,1,0,0,0,0,0,0,0,0,0,1
"311",372,"col_lyr","Бочаров И.","Бочаров Иван Петрович","Стихотворения","СПб.","Глазунова и Ко",1842,51,23,1,1,1,0,0,0,0,1,0,1,5
"312",373,"col_lyr","Мандельштам Л.И.","Мандельштам Лев Иосифович","Стихотворения","М.","Ун. тип",1841,86,20,1,0,0,0,0,0,0,0,0,1,2
"313",375,"sep_nar",NA,"Некрасов Николай Алексеевич","Баба-Яга, костяная нога : Русская, народная сказка, в стихах. В осьми главах","СПб.","В. Поляков",1841,83,19,1,1,0,0,0,0,0,0,0,0,2
"314",376,"sep_nar","Голодников К.","Голодников Константин","Ковер самолет : Рус. сказка : В 3 ч.","М.","Кирилова",1841,45,18,1,0,0,0,0,0,0,0,0,0,1
"315",377,"alm_","Савостьянов К.","Савостьянов К.","Чувства детей, усердных к матушке царице, по случаю посещения, которым благоволила удостоить ее императорское величество государыня императрица Александра Феодоровна, город Воронеж августа: 13, 14, 15 и 16 дня 1837 года : [Стихи] / Соч. бобров. гражд. К. Савостьянова","Харьков","Ун. тип",1841,8,23,1,1,0,0,0,0,0,0,0,0,2
"316",378,"col_lyr","Ваненко И.","Башмаков Иван Иванович","Песни русские / [Соч.] Ивана Ваненко","М.","Ун. тип",1841,56,13,1,0,0,0,0,0,0,0,0,0,1
"317",379,"sep_lyr",NA,NA,"Поздравительные стихи с масляницей.... ... [на 1841 год. - 1841]","Б. м.",NA,1841,1,NA,1,0,0,0,0,0,0,0,0,0,1
"318",380,"sep_lyr","Предтеченский А.","Предтеченский Алексей","Радость Москвы при торжественном въезде государя императора с высоконовобрачною четою. Мая 14-го дня 1841-го года : [Стихи]","М.","А. Семена",1841,4,NA,1,0,0,0,0,0,0,0,0,0,1
"319",381,"col_nar","Кульман Е.Б.","Кульман Елизавета Борисовна","Сказки Елисаветы Кульман: В 3 ч.","СПб.","Рос. Акад.",1839,288,23,1,1,0,1,0,0,0,0,1,0,4
"320",382,"sep_lyr",NA,NA,"Песня, сочиненная по случаю именин, начальника 5-й Пехотной дивизии, господина генерал-лейтенанта Сергея Герасимовича Батурина. Июля 5-го дня 1841 года","Вильно","А. Марциновского",1841,1,35,1,0,0,0,0,0,0,0,0,0,1
"321",383,"sep_lyr","Цветков А.","Цветков Александр","На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","М.","Степанова",1841,7,NA,1,1,0,0,0,0,0,0,0,0,2
"322",384,"sep_lyr","Радеев В.","Радеев Василий","Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым на новый 1842 год","СПб.","Крайя",1841,4,NA,1,0,0,0,0,0,0,0,0,0,1
"323",385,"sep_lyr","Рыбников А.","Рыбников Александр Николаевич","Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","М.","А. Семена",1841,11,29,1,1,0,0,0,0,0,0,0,1,3
"324",386,"col_lyr","Голишев Н.","Голишев Николай","Духовные стихотворения Николая Голишева : Ч. 1","М.","Степанова",1841,77,NA,1,0,0,0,0,0,0,0,0,0,1
"325",388,"col_lyr","В. А.",NA,"Досуги уединения : [Сборник] / В. А.","М.","А. Семена",1841,220,21,1,1,0,0,0,0,0,0,0,1,3
"326",389,"sep_nar",NA,"Федоров Борис Михайлович","Виолетта или Феины сказки : [В стихах]","СПб.","Е. Алипанова",1841,125,22,1,1,0,0,0,0,0,0,0,0,2
"327",390,"col_lyr","Баратынский Е.","Баратынский Евгений Абрамович","Сумерки","М.","А. Семена",1842,88,20,1,1,1,1,1,0,0,0,0,0,5
"328",391,"col_lyr","Бенедиктов В.","Бенедиктов Владимир Григорьевич","Стихотворения. Кн. 1 / 3-е изд.","СПб.","Деп. внешней торговли",1842,128,23,1,1,1,1,0,0,0,1,0,0,5
"329",392,"col_lyr","Грузинов И.","Грузинов Иосиф Романович","Мечты и звуки поэзии : [Стихотворения]","М.","А. Семена",1842,104,23,1,1,1,1,0,0,0,0,0,1,5
"330",394,"col_lyr","Майков А.","Майков Аполлон Николаевич","Стихотворения Аполлона Майкова","СПб.","Праца",1842,240,23,1,1,1,1,0,0,0,0,0,1,5
"331",395,"col_lyr",NA,"Оранский, Николай Диомидович","Стихотворения Старожила","М.","Ун. тип",1842,145,23,1,1,1,1,0,0,0,0,0,1,5
"332",396,"col_lyr","Полежаев А.","Полежаев Александр Иванович","Часы выздоровления : Стихотворения А. Полежаева","М.","Евреинова",1842,70,20,1,1,1,1,0,0,0,0,0,0,4
"333",397,"col_nar","Шахова Е.","Шахова Елисавета Никитична","Повести в стихах Елисаветы Шаховой","СПб.","Вингебера",1842,167,21,1,1,1,1,0,0,0,0,0,0,4
"334",398,"sep_nar","Горев М.","Горев М.","Багир хан : Татар. предание [в стихах]","Вильно","Гликсберга",1842,36,17,1,0,0,0,0,1,0,0,0,0,2
"335",399,"sep_nar","Зотов В.","Зотов Владимир Рафаилович","Последний хеак : Поэма","СПб.","Имп. Акад. наук",1842,66,23,1,0,0,0,0,0,0,0,0,1,2
"336",400,"col_lyr","Молчанов Н.","Молчанов Николай Иванович","Стихотворения Николая Молчанова","СПб.","Губ. правления",1842,270,23,1,1,0,1,0,0,0,0,0,1,4
"337",401,"col_lyr","Демидов М.","Демидов Михаил Александрович","Вечерние досуги : Стихотворения М. Демидова : В 2 отд-ниях.","СПб.","Штаба воен.-учеб. заведений",1842,64,20,1,0,0,0,0,0,0,0,0,0,1
"338",402,"col_lyr","Демидов М.","Демидов Михаил Александрович","Заветные думы : Стихотворения М. Демидова : В 2 отд-ниях.","СПб.","Штаба воен.-учеб. заведений",1842,60,21,1,0,0,0,0,0,0,0,0,0,1
"339",403,"col_lyr","Демидов М.","Демидов Михаил Александрович","Осенние цветы : Стихотворения М. Демидова : В 2 отд-ниях.","СПб.","Штаба воен.-учеб. заведений",1842,76,21,1,0,0,0,0,0,0,0,0,0,1
