"","id","group","author_sign","author_full_name","title","city","publisher","year","pages","size_cm","nlr","rsl","rozanov","us_harvard","cz_slk","lt_vul","pl_bn","pl_buw","ee_ester","fi_sl","spbgu","n_total"
"241",270,"sep_lyr","Поднебесный","Поднебесный Михаил Михайлович","Стихотворение: Мысли при гробе Графа М.М. Сперанского","СПб.","Гутенбергова тип.",1839,3,NA,1,0,0,0,0,0,0,0,0,0,1,2
"242",271,"col_lyr","Мягков Н.Н.","Мягков Николай Иванович","Опыты в стихах Н. Мягкова","СПб.","Акад. наук",1839,54,18,1,0,0,0,0,0,0,0,0,0,1,2
"243",272,"sep_nar","Дьячков С.","Дьячков Семен Петрович","Деньги : Комич. поэма","СПб.","Вингебера",1839,23,19,1,1,0,0,1,0,0,0,0,0,0,3
"244",273,"sep_nar","Деларю М.","Деларю Михаил Данилович","Слово о полку Игореве. Песнь об ополчении Игоря, сына Святославова, внука Олегова","Одесса","Городская тип.",1839,78,23,1,1,0,0,0,0,0,0,0,0,0,2
"245",274,"sep_nar","А… Е…","А… Е…","Кум-сват : Быль XVI века из времен Иоанна IV, еще не Грозного : Стихотвор. рассказ","М.","Степанова",1839,81,15,1,1,0,1,0,0,0,0,0,0,0,3
"246",275,"sep_nar",NA,NA,"Полина : роман в стихах","СПб.","Крайя",1839,69,15,1,1,0,0,1,0,0,0,0,0,0,3
"247",277,"sep_nar",NA,NA,"Сказка о Марье Марьевне, кипрской королевне и Иванушке-дурачке, русском мужичке : В стихах","М.","Кирилова",1839,39,15,1,0,0,0,0,0,0,0,0,0,0,1
"248",278,"col_lyr",NA,NA,"Бородинские акростихи","М.","Семена",1839,24,18,1,1,0,0,0,0,0,0,0,0,0,2
"249",279,"col_lyr","Раевич И.А.","Раевич Иван Александрович","Досужные вечера. Сочинение Ивана Раевича","М.","Ун. тип",1839,71,NA,0,0,1,0,0,0,0,0,0,0,0,1
"250",280,"sep_lyr","Харинский Х.","Харинский Хрисанф","Гимн на восшествие Государя Императора Николая 1-го на Всероссийский престол. Написана Хрисанфом Харинским","СПб.","Фишера",1839,16,20,1,1,0,0,0,0,0,0,0,0,1,3
"251",281,"sep_lyr",NA,NA,"Куплеты, петые в день юбилея пятидесятилетней службы Ивана Федоровича Крузенштерна, 21-го января 1839 года : (На голос Витгенштейнова марша: Защитника Петрова града)","СПб.","Греча",1839,3,NA,1,0,0,0,0,0,0,0,0,0,1,2
"252",282,"sep_lyr",NA,NA,"Вице-адмиралу Крузенштерну в день его юбилея 21 генваря 1839 : [Стихи]","СПб.","Акад. наук",1839,2,NA,1,0,0,0,0,0,0,0,0,0,1,2
"253",283,"sep_lyr","Орлов А.А.","Орлов Александр Анфимович","Радостная встреча нового 1839 года, благодетельсвующим россиянам. Соч. Александра Орлова","М.","Смирнова",1839,16,15,1,0,0,0,0,0,0,0,0,0,0,1
"254",284,"sep_lyr","Шаховской А.А.","Шаховской Александр Александрович","В день заложения Храма Спасителя в Москве, 1839 года, 10 сентября. Соч. Шаховского","М.","Смирнова",1839,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"255",286,"sep_nar","А. К.","А. К.","Вечер в клубе : Шуточ. рассказ в стихах","М.","Кирилова",1839,42,17,1,1,0,1,1,0,0,0,0,0,0,4
"256",287,"sep_nar","А. О.","Озерский Аникита Дмитриевич","Элоа : Индийская легенда","СПб.","Фишера",1839,45,23,1,1,0,0,1,0,0,0,0,0,1,4
"257",288,"col_lyr","И. Д.","Данков Иван Иванович","Красное яичко или Светлодневный подарок москвичам : [Сб. стихотворений]","М.","Ун. тип",1839,57,11,1,0,0,0,0,0,0,0,0,0,0,1
"258",289,"col_lyr","И. Д.","Данков Иван Иванович","Блины. Соч. И. Д.: Стихотворения","М.","Ун. тип",1839,37,11,1,0,0,0,0,0,0,0,0,0,0,1
"259",290,"sep_nar","Севастьянов В.","Севастьянов Владимир","Горка под каретой, или За женщин, карты и вино поссориться немудрено!!! / Соч. в стихах Владимира Севастьянова","М.","Семена",1839,15,23,1,0,0,0,0,0,0,0,0,0,0,1
"260",291,"almanac","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом. Литературный сборник, издаваемый Николаем Бобылевым","СПб.","Штаба отд. корп. внутр. стражи",1839,366,14,0,1,0,0,1,0,0,0,0,0,1,3
"261",292,"almanac",NA,NA,"Опыты в Русской Словесности воспитанников Гимназии Белорусского Учебного Округа. Напечатанные по приказанию Г. Министра Народного Просвещения","Вильно","Гликсберга",1839,530,21,1,1,0,0,0,0,0,0,0,0,0,2
"262",293,"almanac",NA,NA,"Одесский Альманах, на 1839 год","Одесса","В город. т.",1839,618,16,1,1,0,1,0,0,0,0,0,0,0,3
"263",294,"almanac",NA,NA,"Одесский Альманах, на 1840 год","Одесса","В город. т.",1839,708,16,1,1,0,1,1,0,0,0,0,0,0,4
"264",295,"sep_nar","Глинка Ф.Н.","Глинка Федор Николаевич","1812 год : (Отр. из рассказа) : [В стихах]","М.","Степанова",1839,6,22,1,1,0,0,0,0,0,0,0,0,0,2
"265",296,"col_nar","Кульман Е.Б.","Кульман Елизавета Борисовна","Сказки Елисаветы Кульман: В 3 ч.","СПб.","Акад. наук",1839,288,23,1,1,0,1,0,0,0,0,1,0,0,4
"266",297,"sep_lyr","Хомяков","Хомяков Алексей Степанович","Киев : [Стихотворение]",NA,NA,1839,4,26,1,0,0,0,0,0,0,0,0,0,0,1
"267",299,"col_lyr","Анордист Н.",NA,"Альманах на 1840 год / Н. Анордиста","М.","Семена",1840,118,15,1,1,0,0,0,0,0,0,0,1,0,3
"268",300,"sep_lyr","Данков И.И.","Данков Иван Иванович","Могила боярина Артамона Сергеевича Матвеева: [Стихотворение]","М.","Степанова",1840,24,20,1,1,1,0,1,0,0,0,0,0,0,4
"269",301,"sep_nar","Колотенко Н.",NA,"Граф Томский : Роман в стихах / Изд. Н. Колотенком.","Одесса","Городская тип.",1840,104,18,1,1,0,0,0,0,0,0,0,0,0,2
"270",302,"sep_nar","Федоров Н.Н.",NA,"Писатель : Повесть в стихах : Гл. 1","М.","Семена",1840,60,14,1,0,0,0,0,0,0,0,0,0,0,1
"271",304,"sep_nar","Анордист Н.","Анордист Н.","Сказка о прекрасной царевне","М.","Смирнова",1840,24,18,1,0,0,0,0,0,0,0,0,0,0,1
"272",305,"sep_nar","Дьячков С.","Дьячков Семен Петрович","Сказка о найденном алмазе","М.","Лазаревых",1840,21,17,1,0,0,0,0,0,0,0,0,0,0,1
"273",306,"col_lyr","Демидов М.А.","Демидов Михаил Александрович","Дельные безделки: Стихотворения М. Демидова","М.","Семена",1840,121,20,1,1,1,1,1,0,0,0,0,1,0,6
"274",307,"col_lyr","Долгоруков А.И.","Долгоруков Александр Иванович","Мои счастливейшие минуты в жизни: Стихотворения кн. Александра Ивановича Долгорукого","М.","Степанова",1840,133,22,1,1,1,1,0,0,0,0,0,1,0,5
"275",308,"col_lyr","Лермонтов М.Ю.","Лермонтов Михаил Юрьевич","Стихотворения М. Лермонтова","СПб.","Глазунова и Ко",1840,168,19,1,1,1,1,1,0,0,0,1,0,0,6
"276",309,"col_lyr","Некрасов Н.А.","Некрасов Николай Алексеевич","Мечты и звуки. Стихотворения Н.Н.","СПб.","Алипанова",1840,103,24,1,1,1,0,0,0,0,0,0,1,0,4
"277",310,"sep_nar","Лизандер Д.","Лизандер Дмитрий Карлович","Запорожцы : Поэма в 2 ч. / Соч. Д. фон-Лизандера","М.","Степанова",1840,48,23,1,0,1,0,0,0,0,0,0,0,0,2
"278",311,"col_lyr","Папкевич А.","Папкевич Александр","Стихотворения Александра Папкевича","СПб.","3 Деп. М-ва гос. имуществ",1840,80,20,1,1,0,1,0,0,0,0,0,0,1,4
"279",312,"col_lyr","Слепушкин Ф.","Слепушкин Федор Никифорович","Новые досуги Федора Слепушкина","СПб.","Акад. наук",1840,109,24,1,1,1,1,0,0,0,0,0,1,0,5
"280",313,"col_lyr","А. Ф.","Фет Афанасий Афанасьевич","Лирический пантеон. А.Ф.","М.","Селивановского",1840,109,21,1,1,1,1,0,0,0,0,0,0,0,4
"281",314,"col_lyr","Филимонов П.С.","Филимонов П.С.","Опыты П.С. Филимонова","М.","Ун. тип",1840,30,23,1,1,0,0,0,0,0,0,0,0,0,2
"282",315,"almanac","Эртель В.А.","Эртель Василий Андреевич","Цветник русской литературы, содержащий в себе избранные образцы из русских классиков, расположенные в систематическом порядке","СПб.","Шмицдорф",1840,400,23,1,1,0,0,0,0,0,0,1,0,0,3
"283",316,"sep_nar","Мятлев И.П.","Мятлев Иван Петрович","Сенсации и замечания госпожи Курдюковой за границею, дан лэтранже. Тамбов","СПб.","Journal de Saint-Petersbourg",1840,181,25,1,1,1,0,0,0,1,0,0,0,0,4
"284",317,"col_lyr",NA,NA,"Три песни патриота","СПб.","3 Деп. М-ва гос. имуществ",1840,24,21,1,1,1,0,1,0,0,0,0,0,1,5
"285",318,"almanac","Бобылев Н.И.","Бобылев Николай Иванович","Невский альбом, издаваемый Николаем Бобылевым. Год второй. Т. 1.","СПб.","Воен. тип.",1840,334,14,1,1,0,0,1,0,0,0,0,0,0,3
"286",319,"col_lyr",NA,NA,"Стихотворения Н.И.","М.","Степанова",1840,71,22,1,0,0,0,0,0,0,0,0,0,0,1
"287",320,"col_nar","Алексеев П.Ф.","Алексеев Петр Федорович","Лирические стихотворения и сказки","Дерпт","Лаакманна",1840,180,17,1,0,0,0,0,0,0,0,1,0,0,2
"288",321,"col_lyr","Саблин Е.И.","Саблин Евгений","Полевой цветок: Стихотворения Евгения Саблина","Ярославль","Губ. правления",1840,16,23,1,0,0,0,0,0,0,0,0,0,0,1
"289",322,"col_lyr","Криксин","Криксин","Романсы и песни. Соч. Криксина","Киев","Ун. тип",1840,22,15,1,0,0,0,0,0,0,0,0,0,0,1
"290",323,"sep_lyr","Маслеников-Какуев","Маслеников-Какуев Александр","Его превосходительству господину тайному советнику, сенатору, почетному опекуну, обер-директору московского коммерческого училища и кавалеру Михаилу Александровичу Салтыкову в день его тезоименитства 8 ноября 1840 года : [Стихотворение]","М.","Селивановского",1840,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"291",324,"sep_lyr","Рыбников А.","Рыбников Александр Николаевич","Его высокородию господину директору Московской практической коммерческой академии и Общества любителей коммерческих знаний, президенту евангелическо-лютеранской консистории, статскому советнику и разных орденов кавалеру, Андрею Ивановичу Шредеру : [Стихотворение]","М.","Семена",1840,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"292",325,"sep_lyr",NA,NA,"Господам членам Немецкого клуба на 1840 год : [Стихотворение]","М.","Степанова",1840,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"293",326,"sep_lyr","Орлов А.","Орлов Александр Анфимович","С радостными чувствами благоговения, жданный 1840 год. Соч. [в стихах] Александра Орлова","М.","Селивановского",1840,9,22,1,0,0,0,0,0,0,0,0,0,0,1
"294",327,"sep_lyr","Ободовский П.","Ободовский Платон Григорьевич","Царский цветник : Der Kaisergarten. Ein Gedicht von P. Obodofskoy. Uebers. [в стихах] von Karl Friedrich von Grossheinrich","СПб.","Глазунова и Ко",1840,21,20,1,1,0,0,1,0,0,0,0,0,0,3
"295",328,"sep_nar","Н-в И.",NA,"Леонид, или Ночная лампада : Стихотвор. рассказ","М.","Ун. тип",1840,133,18,1,1,0,0,0,0,0,0,0,0,0,2
"296",329,"sep_nar","И. Д.","Данков Иван Иванович","Семь столов для бедных в богоблагословенной Москве : [В стихах] ","М.","Лазаревых",1840,14,15,1,0,0,0,0,0,0,0,0,0,0,1
"297",330,"sep_nar",NA,"Федоров Борис Михайлович","Донской козак : Воспоминание об отечеств. войне : [В стихах] / 2-е изд.","СПб.","Алипанова",1840,14,14,1,0,0,0,0,0,0,0,0,0,0,1
"298",331,"almanac","Владиславлев В.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1840 год. 2-й год","СПб.","Плюшара",1840,442,20,1,1,0,1,0,0,1,0,1,0,0,5
"299",332,"sep_nar","Оранский Н.Д.","Оранский, Николай Диомидович","Песнь русского барда","М.","Ун. тип",1840,22,21,1,1,1,0,0,0,0,0,0,0,0,3
"300",333,"sep_nar","Васильев М.","Васильев Мартын","Провинциал в Москве, или послание к друзьям моим, в стихах. Соч. крестьянина Васильева","М.","Селивановского",1840,15,23,1,1,0,0,1,0,0,0,0,0,0,3
"301",334,"almanac","Максимович М.","Максимович Михаил Александрович","Киевлянин на 1840 год. Книга I. Изд. Михаил Максимович","Киев","Ун. тип",1840,256,21,1,1,0,0,1,0,0,0,0,0,0,3
"302",335,"sep_lyr","Орлов А.А.","Орлов Александр Анфимович","Торжественное заложение храма по имя Христа Спасителя","М.","Кирилова",1840,32,13,1,0,0,0,0,0,0,0,0,0,0,1
"303",337,"sep_lyr","Глинка Ф.","Глинка Федор Николаевич","Москве благотворительной : [Стихотворение]","М.","Степанова",1840,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"304",338,"sep_lyr",NA,"Полонский Яков Петрович","Татарка : [Стихотворение] : (Посв. Ф. Байкову)",NA,NA,1840,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"305",339,"sep_lyr",NA,"Оранский, Николай Диомидович","Путешествие в Троицкую Сергиеву лавру : [Стихи]","М.","Ун. тип",1840,16,NA,1,1,0,0,0,0,0,0,0,0,0,2
"306",340,"sep_lyr","Лисенецкий С.Ф.","Лисенецкий Симеон Феофил","Венец благодарной милости днем 8 ноября 1840 года яко … тезоименитства его превосходительства … Михаила Левицкого, митрополита галицкого … Феофилом Лисенецким","Ведень","Мехитаристöв",1840,6,26,0,0,0,0,0,0,1,0,0,0,0,1
"307",341,"almanac","Владиславлев В.А.","Владиславлев Владимир Андреевич","Утренняя заря Альманах Владиславлева на 1841 год. 3-й год","СПб.","Отд. собств. его И.В. канц.",1841,442,20,1,1,0,1,1,0,0,0,1,0,0,5
"308",342,"col_lyr","Любатович С.","Любатович Спиридон","Стихотворения Спиридона Любатовича","М.","Ун. тип",1841,47,19,1,0,0,0,0,0,0,0,0,0,0,1
"309",343,"sep_nar","Мысовский-Светогорский С.","Мысовский-Светогорский Сергей Дмитриевич","Поэма о Сотворении мира","СПб.","Глазунова",1841,18,23,1,1,0,0,0,0,0,0,0,0,0,2
"310",344,"col_lyr","Ибрагимов Л.","Ибрагимов Лев Николаевич","Стихотворения","Казань","Ун. тип",1841,59,27,1,1,1,0,0,0,0,0,0,1,0,4
"311",345,"col_lyr","Миньят Ю.","Миньят Юлий","Стихотворения воспитанника 5 кл. Виленского дворян. ин-та Юлия Миньята.","Вильно","Марциновского",1841,55,21,1,0,1,0,0,1,0,0,0,0,0,3
"312",346,"col_lyr","Ростопчина Е.","Ростопчина Евдокия Петровна","Стихотворения графини Е. Ростопчиной","СПб.","Фишера",1841,194,21,1,1,1,0,0,0,0,0,0,1,0,4
"313",347,"sep_nar","Фукс А.","Фукс Александра Андреевна","Княжна Хабиба, повесть в стихах, взятая из татарских преданий Александрою Фукс","Казань","Ун. тип",1841,64,24,0,0,1,0,1,0,0,0,0,1,0,3
"314",348,"col_lyr","Языков И.","Языков Иван","Стихотворения Ивана Языкова","СПб.","Бородина и К",1841,38,27,1,1,1,0,0,0,0,0,0,1,0,4
"315",349,"sep_nar","Алексеев П.","Алексеев Петр Федорович","Мель-дона : Повесть в стихах","Варшава","Истомин",1841,31,21,1,0,0,0,0,0,1,1,0,0,0,3
"316",350,"sep_nar","Я. А.","Я. А.","Русская повесть в стихах, взятая из преданий XVI столетия","М.","Ун. тип",1841,44,18,1,0,0,0,0,0,0,0,0,0,0,1
"317",351,"sep_nar","Молчанов Н.","Молчанов Николай Иванович","Ангелина : Повесть в 3 ч. [в стихах]","СПб.","Губ. правления",1841,92,19,1,1,0,0,0,0,0,0,0,0,0,2
"318",352,"col_lyr","Соколова Т.","Соколова Таисия","Стихотворения: В 2 ч. Ч. 1","М.","Кирилова",1841,144,20,1,0,0,0,1,0,0,0,0,1,0,3
"319",353,"col_lyr","Соколова Т.","Соколова Таисия","Стихотворения: В 2 ч. Ч. 2","М.","Кирилова",1841,227,20,1,0,0,0,0,0,0,0,0,0,0,1
"320",354,"col_lyr","Демидов М.","Демидов Михаил Александрович","Отголоски скитальца : Стихотворения М. Демидова : В 2 отд-ниях","М.","Семена",1841,89,19,1,1,0,0,0,0,0,0,0,0,0,2
"321",355,"col_lyr","Кульман Е.Б.","Кульман Елизавета Борисовна","Полное собрание русских, немецких и итальянских стихотворений : В 3-х частях / 2-е изд","СПб.","Акад. наук",1841,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1
"322",356,"col_lyr","Мандельштам Л.И.","Мандельштам Лев Иосифович","Стихотворения","М.","Ун. тип",1841,86,20,1,0,0,0,0,0,0,0,0,1,0,2
"323",358,"sep_nar",NA,"Некрасов Николай Алексеевич","Баба-Яга, костяная нога : Русская, народная сказка, в стихах. В осьми главах","СПб.","В. Поляков",1841,83,19,1,1,0,0,0,0,0,0,0,0,0,2
"324",359,"sep_nar","Голодников К.","Голодников Константин","Ковер самолет : Рус. сказка : В 3 ч.","М.","Кирилова",1841,45,18,1,0,0,0,0,0,0,0,0,0,0,1
"325",360,"sep_lyr","Савостьянов К.","Савостьянов К.","Чувства детей, усердных к матушке царице, по случаю посещения, которым благоволила удостоить ее императорское величество государыня императрица Александра Феодоровна, город Воронеж августа: 13, 14, 15 и 16 дня 1837 года : [Стихи] / Соч. бобров. гражд. К. Савостьянова","Харьков","Ун. тип",1841,8,23,1,1,0,0,0,0,0,0,0,0,0,2
"326",361,"col_lyr","Ваненко И.","Башмаков Иван Иванович","Песни русские / [Соч.] Ивана Ваненко","М.","Ун. тип",1841,56,13,1,0,0,0,0,0,0,0,0,0,0,1
"327",362,"sep_lyr",NA,NA,"Поздравительные стихи с масляницей.... ... [на 1841 год. - 1841]","М.","Евреинова",1841,1,NA,1,0,0,0,0,0,0,0,0,0,0,1
"328",363,"sep_lyr","Предтеченский А.","Предтеченский Алексей","Радость Москвы при торжественном въезде государя императора с высоконовобрачною четою. Мая 14-го дня 1841-го года : [Стихи]","М.","Семена",1841,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"329",364,"sep_lyr",NA,NA,"Песня, сочиненная по случаю именин, начальника 5-й Пехотной дивизии, господина генерал-лейтенанта Сергея Герасимовича Батурина. Июля 5-го дня 1841 года","Вильно","Марциновского",1841,1,35,1,0,0,0,0,0,0,0,0,0,0,1
"330",365,"sep_lyr","Цветков А.","Цветков Александр","На прибытие в древнюю столицу высочайшей новобрачной четы, мая 14 дня 1841 года : [Стихотворение] / [Александра Цветкова]","М.","Степанова",1841,7,NA,1,1,0,0,0,0,0,0,0,0,0,2
"331",366,"sep_lyr","Радеев В.","Радеев Василий","Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым на новый 1842 год","СПб.","Крайя",1841,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"332",367,"sep_lyr","Рыбников А.","Рыбников Александр Николаевич","Стихи, произнесенные на торжественном акте, в Московской практической коммерческой академии, воспитанником оной Александром Рыбниковым. Ноября 28 дня, 1841 г.","М.","Семена",1841,11,29,1,1,0,0,0,0,0,0,0,1,0,3
"333",368,"col_lyr","Голишев Н.","Голишев Николай","Духовные стихотворения Николая Голишева : Ч. 1","М.","Степанова",1841,77,NA,1,0,0,0,0,0,0,0,0,0,0,1
"334",369,"col_lyr","В. А.",NA,"Досуги уединения : [Сборник] / В. А.","М.","Семена",1841,220,21,1,1,0,0,0,0,0,0,0,1,0,3
"335",370,"sep_nar",NA,"Федоров Борис Михайлович","Виолетта или Феины сказки : [В стихах]","СПб.","Алипанова",1841,125,22,1,1,0,0,0,0,0,0,0,0,0,2
"336",371,"almanac",NA,NA,"Русская беседа : Собр. соч. рус. литераторов, изд. в пользу А.Ф. Смирдина: В 3 т. Т. 1","СПб.","Акад. наук",1841,680,22,1,1,0,1,1,0,0,0,1,1,0,6
"337",372,"almanac",NA,NA,"Русская беседа : Собр. соч. рус. литераторов, изд. в пользу А.Ф. Смирдина: В 3 т. Т. 2","СПб.","Акад. наук",1841,628,22,1,1,0,1,1,0,0,0,1,1,0,6
"338",373,"sep_lyr","Герасимов А.","Герасимов Александр","Бородинское поле : [Стихотворение]","М.","Селивановского",1841,2,NA,1,0,0,0,0,0,0,0,0,0,0,1
"339",374,"sep_nar","К. Е….","К. Е….","Месть за месть : (Древнее рус. нар. предание) : Повесть в стихах / Соч. К.Е....... ","М.","Селивановского",1841,109,16,1,1,0,0,0,0,0,0,0,0,0,2
"340",375,"sep_lyr","Орлов А.","Орлов Александр Анфимович","Смерть купца, или Отеческое наставление сыну при конце жизни : [В стихах] / Соч. Александра Орлова","М.","Кирилова",1841,27,20,1,1,0,0,0,0,0,0,0,0,0,2
"341",376,"sep_nar","Орлов А.","Орлов Александр Анфимович","Малолеток, кормилец престарелого, обнищавшего отца своего, или Чистое родительское благословение : [В стихах] / Соч. Александра Орлова","М.","Кирилова",1841,21,18,1,0,0,0,0,0,0,0,0,0,0,1
"342",377,"sep_nar","Орлов А.","Орлов Александр Анфимович","Погребение купца, или Два, одно другому противные завещания для наследников : [В стихах] / Соч. Александра Орлова","М.","Кирилова",1841,19,21,1,1,1,0,0,0,0,0,0,0,0,3
"343",378,"sep_lyr",NA,NA,"Швейцар Бюргер-клуба и новый 1842 год : [Стихотворение].","СПб.","Крайя",1841,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"344",379,"almanac","Максимович М.","Максимович Михаил Александрович","Киевлянин / Изд. Михаилом Максимовичем. Кн. 1. Кн. 2. [На 1841 год]","Киев","Ун. тип",1841,329,25,1,1,0,0,1,0,0,0,0,0,0,3
"345",380,"sep_lyr","Левицкий И.","Левицкий Иосиф","Стих во честь Григория Яхимовича … во день поставления его во епископу дня 21 9 ноября 1841 во архикафедральной церкви","Лемберг",NA,1841,11,23,0,0,0,0,0,0,1,0,0,0,0,1
"346",381,"col_lyr","Бочаров И.","Бочаров Иван Петрович","Стихотворения","СПб.","Глазунова и Ко",1842,51,23,1,1,1,0,0,0,0,1,0,1,0,5
"347",382,"col_lyr","Баратынский Е.","Баратынский Евгений Абрамович","Сумерки","М.","Семена",1842,88,20,1,1,1,1,1,0,0,0,0,0,0,5
"348",383,"col_lyr","Бенедиктов В.","Бенедиктов Владимир Григорьевич","Стихотворения. Кн. 1 / 3-е изд.","СПб.","Деп. внешней торговли",1842,128,23,1,1,1,1,0,0,0,1,0,0,0,5
"349",384,"col_lyr","Грузинов И.","Грузинов Иосиф Романович","Мечты и звуки поэзии : [Стихотворения] ","М.","Семена",1842,104,23,1,1,1,1,0,0,0,0,0,1,0,5
"350",385,"col_lyr","Майков А.","Майков Аполлон Николаевич","Стихотворения Аполлона Майкова","СПб.","Праца",1842,240,23,1,1,1,1,0,0,0,0,0,1,0,5
"351",386,"col_lyr",NA,"Оранский, Николай Диомидович","Стихотворения Старожила","М.","Ун. тип",1842,145,23,1,1,1,1,0,0,0,0,0,1,0,5
"352",387,"col_lyr","Полежаев А.","Полежаев Александр Иванович","Часы выздоровления : Стихотворения А. Полежаева","М.","Евреинова",1842,70,20,1,1,1,1,0,0,0,0,0,0,0,4
"353",388,"col_nar","Шахова Е.","Шахова Елисавета Никитична","Повести в стихах Елисаветы Шаховой","СПб.","Вингебера",1842,167,21,1,1,1,1,0,0,0,0,0,0,0,4
"354",389,"sep_nar","Горев М.","Горев М.","Багир хан : Татар. предание [в стихах]","Вильно","Гликсберга",1842,36,17,1,0,0,0,0,1,0,0,0,0,0,2
"355",390,"sep_nar","Зотов В.","Зотов Владимир Рафаилович","Последний хеак : Поэма","СПб.","Акад. наук",1842,66,23,1,0,0,0,0,0,0,0,0,1,0,2
"356",391,"col_lyr","Молчанов Н.","Молчанов Николай Иванович","Стихотворения Николая Молчанова","СПб.","Губ. правления",1842,270,23,1,1,0,1,0,0,0,0,0,1,0,4
"357",392,"col_lyr","Демидов М.","Демидов Михаил Александрович","Вечерние досуги : Стихотворения М. Демидова : В 2 отд-ниях. ","СПб.","Штаба воен.-учеб. заведений",1842,64,20,1,0,0,0,0,0,0,0,0,0,0,1
"358",393,"col_lyr","Демидов М.","Демидов Михаил Александрович","Заветные думы : Стихотворения М. Демидова : В 2 отд-ниях.","СПб.","Штаба воен.-учеб. заведений",1842,60,21,1,0,0,0,0,0,0,0,0,0,0,1
"359",394,"col_lyr","Демидов М.","Демидов Михаил Александрович","Осенние цветы : Стихотворения М. Демидова : В 2 отд-ниях.","СПб.","Штаба воен.-учеб. заведений",1842,76,21,1,0,0,0,0,0,0,0,0,0,0,1
"360",395,"col_lyr","Ступин Н.","Ступин Н.","Пять стихотворений Н. Ступина. В пользу нуждающихся соотечественников.","СПб.",NA,1842,39,10,1,0,0,0,0,0,0,0,0,0,0,1
"361",396,"col_lyr","Воронов Н.","Воронов Николай","Стихотворения Николая Воронова за 1841 год","СПб.","Акад. наук",1842,46,20,1,0,0,0,0,0,0,0,0,0,0,1
"362",397,"col_lyr","Н. С.","Н. С.","Стихотворения Н.С. ","СПб.","Вингебера",1842,32,15,1,0,0,0,0,0,0,0,0,1,0,2
"363",398,"col_lyr","Скосырев К.","Скосырев Константин","Увраж : Стихотворения Константина Скосырева.","М.","Смирнова",1842,168,17,1,0,0,0,0,0,0,0,0,1,0,2
"364",399,"sep_nar","И.Ф. До…ча…ва","Докучаев И.Ф.","Ролланд и Шарлота : Роман в стихах","М.","Степанова",1842,18,16,1,0,0,0,0,0,0,0,0,0,0,1
"365",400,"sep_lyr","Шереметевский П.","Шереметевский Петр Васильевич","Песнь сироты в день рождения ея императорского величества государыни императрицы Александры Феодоровны, августейшей покровительницы сирот : Стихотворение питомца Московского воспитательного дома","М.","Лазаревых",1842,16,NA,1,1,0,0,0,0,0,0,0,0,0,2
"366",401,"sep_lyr",NA,NA,"Русский патриот : Отечественное песнопение","СПб.","Крайя",1842,24,23,1,1,0,0,0,0,0,0,0,0,0,2
"367",402,"col_lyr","Алипанов Е.","Алипанов Егор Ипатьевич","Военные песни : Соч. Е. Алипанова / 2-е изд.","СПб.","Алипанова",1842,62,13,1,1,0,0,0,0,0,0,0,0,0,2
"368",403,"sep_nar","Алипанов Е.","Алипанов Егор Ипатьевич","Духовная повесть / 2-е изд.","СПб.","Алипанова",1842,42,13,1,0,0,0,0,0,0,0,0,0,0,1
"369",404,"sep_lyr","Маслеников-Какуев","Маслеников-Какуев Александр","Его сиятельству ... князю Сергию Михайловичу Голицыну... в день тезоименитства его сиятельства 25 сентября 1842 года от благодарных воспитанников : [Стихотворение]","М.","Селивановского",1842,4,NA,1,0,0,0,0,0,0,0,0,0,0,1
"370",405,"sep_lyr","Радеев В.","Радеев Василий","Стишки посвящаемые высокопочтенным г. г. посетителям Бюргер-клуба буфетчиком его Васильем Радеевым. ... на новый 1843 год.","СПб.","Крайя",1842,3,NA,1,0,0,0,0,0,0,0,0,0,0,1
"371",406,"sep_lyr","В. Н.","В. Н.","Стихотворение по случаю освящения храма в городе Торжке сентября 15-го 1842 года / Соч. В.Н.","М.","Степанова",1842,7,24,1,1,0,0,0,0,0,0,0,0,0,2
"372",407,"sep_lyr","Дымцев С.","Дымцев С.","Мессия и воспоминание избавления церкви и державы российской от нашествия галлов и с ними двадесяти язык : Стихотворение на день рождества Христова / [Соч.] С. Дымцева.","М.","Ун. тип",1842,59,21,1,1,0,0,0,0,0,0,0,0,0,2
"373",408,"col_lyr","Градцев А.","Градцев Александр Федорович","Цветы музы : [Стихотворения] / Соч. Александра Градцева","СПб.","Иогансона",1842,75,23,1,1,0,1,0,0,0,0,0,0,0,3
