"","work","signature"
"216","1849_806_NA_Высокопочтенным господам членам Большого Бюргер-клуба посвящает на Новый 1850 год их усердный карточный служитель : [Стихотворение].","nlr_1"
"217","1849_808_Лебедев В._Глас скорби о кончине его императорского величества великого князя Михаила Павловича 28 авг. 1849 г : [Стихотворение]","nlr_1"
"218","1849_809_Гейнике Р._На новый 1850 год усердное приношение г. г. членам Большого мещанского общества от преданного им буфетчика : [Стихотворение]","nlr_1"
"219","1849_813_Полонский С.А._Стихи по случаю празднования юбилея 50-ти летней службы инспектора классов Морского кадетского корпуса контр-адмирала Марка Филипповича Горкавенко, 19 мая 1849 года.","nlr_1"
"220","1849_814_Звиногродский М._Печальное воспоминание верноподданных сынов отечества о смерти его императорского высочества великого князя Михаила Павловича, равно и великих его добродетелях, трудах и подвигах, понесенных в пользу государственного престола и отечества, в которых он трудился до последней минуты жизни своей, сочиненное стихами верноподданным канцеляристом Михаилом Звиногродским сентября 12 дня 1849 года.","nlr_1"
"221","1849_815_Фирке И._Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... на Новый 1850 год.","nlr_1"
"222","1849_821_Фирке И._Почтеннейшим господам членам Малого танцевального собрания от карточного слуги Ивана Фирке ... на Новый 1850 год.","nlr_1"
"223","1850_825_NA_Ты хороша : [Стихотворение]","nlr_1"
"224","1850_826_NA_Летний бал : [Стихотворение]","nlr_1"
"225","1850_827_NA_Аделаиде Басседжио : [Стихотворение: Звуки небесные лиры Орфея…]","nlr_1"
"226","1850_828_NA_А. Басседжио : [Стихотворение: Явилась ты, и твой приход…]","nlr_1"
"227","1850_829_NA_К А. Басседжио : [Стихотворение]","nlr_1"
"228","1850_830_Марковский М._Господам членам благородного танцовального собрания : [Стихотворение]","nlr_1"
"229","1850_833_Шереметевский П.В._Новый год. Тысяча восемьсот пятьдесят первый : [Стихотворение]","nlr_1"
"230","1850_834_NA_""Здесь, где морем вечно льется..."" : [Стихотворение]","nlr_1"
"231","1850_837_Берг Н._Фанни Эльсслер : (В день ее отъезда из Москвы) : [Стихотворение].","nlr_1"
"232","1850_839_Попов Г.С._К портрету князя Александра Николаевича Голицына, над могилою его в Тавриде : [Стихотворение]","nlr_1"
"233","1850_840_Зенгбуш П._Господам старшим членам и гостям Московского немецкого бюргер-клуба приветствие... от швейцара Петра Зенгбуша : [Стихотворение]. ... на 1851 год","nlr_1"
"234","1850_841_Аксеновский Д._На крещение его императорского высочества государя великого князя Алексея Александровича 22-го января 1850-го года : [Стихотворение] / Соч. Дмитрия Аксеновского.","nlr_1"
"235","1850_842_Попов Г._Якову Ивановичу Ростовцову, при праздновании выпуска из Лицея питомца, им определенного Гаврилова 1-го : [Стихотворение]","nlr_1"
"236","1850_845_Гейнике Р._На новый... усердное приношение почтенным г.г. членам С.-Петербургского немецкого собрания от преданного им буфетчика Роберта Гейнике … 1851-й год.","nlr_1"
"237","1850_846_Полонский С._Стихи на кончину статс-секретаря члена Государственного совета, Василия Яковлевича Ханыкова.","nlr_1"
"238","1835_849_Бём А._Утренняя зоря : Стих к Светлому Христову воскресенью","rsl"
"239","1834_857_NA_Его сиятельству графу Карлу Федоровичу Толю апреля 22 дня 1834 года : [Стихи]","ee_ester"
"240","1837_858_Левицкий И._Стих в честь его преосвяществу Иоанну Снегурскому бискупу перемыскому, самборскому … дня 8 месяца мая 1837 года во Валяве, яко в день его высокого тезоименитства … Иосифом Левицким … сложенный","pl_bn"
"241","1838_859_Левицкий И._Стих во часть его превосходительству … Михаилу Левицкому, метрополите галицкому … во день святого архистратига Михаила дня 8 ноября 1838 … Иосифом Левицким","pl_bn"
"242","1838_860_Левицкий И._Стих во честь его преосвященству Василию Поповичу епископу мункачовскому … во день поставления его преосвященства на епископа … сложенный Иосифом Левицким","pl_bn"
"243","1841_861_Левицкий И._Стих во честь Григория Яхимовича … во день поставления его во епископу дня 21 9 ноября 1841 во архикафедральной церкви","pl_bn"
